orderID,customerID,employeeID,productID,quantity,unitPrice,discountPct,orderTotal,orderDate,orderTime,channel,paymentMethod,status,deliveryDate,rating
1284,28,2,25,2,249.00,0,498.00,2024-07-30,10:15:47,in_store,cash,completed,,4
1528,15,2,28,2,59.00,15,100.30,2024-12-07,14:08:15,in_store,card,completed,,4
1523,2,7,9,1,890.00,0,890.00,2024-12-05,17:02:18,in_store,cash,completed,,5
1263,19,,21,1,14.99,0,14.99,2024-07-11,14:23:36,online,card,completed,2024-07-15,
1121,28,4,9,1,890.00,0,890.00,2024-03-30,19:55:30,in_store,card,cancelled,,
1126,3,,5,1,74.00,5,70.30,2024-04-03,12:02:34,online,card,completed,2024-04-10,4
1264,2,,22,3,45.00,0,135.00,2024-07-12,07:45:11,online,card,completed,2024-07-17,
1427,16,1,32,1,9.90,0,9.90,2024-10-25,15:23:29,in_store,cash,completed,,
1437,20,2,33,2,12.90,0,25.80,2024-10-30,16:29:03,in_store,card,completed,,
1181,10,6,17,2,280.00,5,532.00,2024-05-11,16:49:10,in_store,cash,completed,,4
1457,11,5,2,2,25.50,0,51.00,2024-11-07,14:08:08,in_store,card,completed,,
1596,12,5,36,1,89.00,0,89.00,2024-12-28,14:28:24,in_store,cash,completed,,
1586,16,2,3,2,89.99,15,152.98,2024-12-26,15:30:40,in_store,card,completed,,3
1274,2,4,28,1,59.00,0,59.00,2024-07-22,19:45:31,in_store,card,completed,,5
1515,17,,13,1,599.00,0,599.00,2024-12-02,11:18:50,online,card,completed,2024-12-03,
1517,1,6,32,1,9.90,0,9.90,2024-12-02,15:27:20,in_store,cash,completed,,5
1460,10,2,29,1,149.00,5,141.55,2024-11-08,14:32:33,in_store,card,completed,,4
1407,27,5,20,2,99.00,0,198.00,2024-10-07,12:46:04,in_store,cash,completed,,4
1023,28,,16,1,349.00,0,349.00,2024-01-19,12:47:39,online,card,returned,2024-01-26,
1239,11,1,33,2,12.90,0,25.80,2024-06-20,10:58:21,in_store,cash,completed,,5
1195,6,,27,1,129.00,0,129.00,2024-05-22,17:34:01,online,card,completed,2024-05-28,
1392,15,,1,1,1250.00,0,1250.00,2024-09-27,18:50:54,online,card,completed,2024-10-02,3
1095,9,3,32,2,9.90,0,19.80,2024-03-12,16:41:56,in_store,card,cancelled,,
1566,19,1,27,1,129.00,0,129.00,2024-12-19,18:56:09,in_store,transfer,completed,,5
1365,2,2,22,2,45.00,0,90.00,2024-09-14,16:56:40,in_store,cash,completed,,5
1052,28,,6,1,299.00,0,299.00,2024-02-12,22:28:29,online,card,completed,2024-02-19,3
1504,2,,3,1,89.99,15,76.49,2024-11-25,09:49:21,online,card,completed,2024-12-01,5
1413,22,6,22,3,45.00,0,135.00,2024-10-12,18:56:24,in_store,card,completed,,5
1090,7,4,26,1,79.00,10,71.10,2024-03-11,14:17:29,in_store,cash,completed,,5
1440,18,2,20,1,99.00,0,99.00,2024-10-31,19:19:29,in_store,card,completed,,5
1453,12,2,28,1,59.00,0,59.00,2024-11-06,18:30:51,in_store,transfer,completed,,
1020,18,1,7,1,1100.00,0,1100.00,2024-01-18,17:40:11,in_store,cash,completed,,5
1265,12,6,26,1,79.00,10,71.10,2024-07-13,17:52:10,in_store,card,completed,,5
1115,11,7,10,1,799.00,5,759.05,2024-03-28,16:09:20,in_store,transfer,completed,,5
1046,8,5,20,1,99.00,0,99.00,2024-02-07,13:48:00,in_store,transfer,completed,,4
1188,1,2,24,1,14.50,0,14.50,2024-05-20,11:59:01,in_store,cash,completed,,2
1234,20,2,21,1,14.99,0,14.99,2024-06-17,11:46:00,in_store,card,completed,,5
1333,10,3,34,2,19.00,10,34.20,2024-08-26,16:52:04,in_store,transfer,completed,,
1208,2,,3,1,89.99,0,89.99,2024-05-28,19:19:55,online,card,completed,2024-05-29,5
1551,18,2,31,1,149.00,0,149.00,2024-12-16,10:24:36,in_store,cash,cancelled,,
1270,12,5,24,1,14.50,0,14.50,2024-07-19,12:23:31,in_store,card,completed,,4
1524,26,,14,1,449.00,0,449.00,2024-12-06,08:09:52,online,card,completed,2024-12-08,4
1017,21,2,33,1,12.90,0,12.90,2024-01-16,19:45:44,in_store,cash,completed,,4
1383,10,4,24,3,14.50,0,43.50,2024-09-24,14:26:53,in_store,cash,returned,,
1084,20,7,5,1,74.00,0,74.00,2024-03-07,14:24:18,in_store,card,completed,,
1211,12,2,32,2,9.90,0,19.80,2024-05-29,19:25:48,in_store,card,completed,,4
1431,20,4,20,1,99.00,0,99.00,2024-10-28,13:04:39,in_store,cash,completed,,5
1591,1,6,36,1,89.00,10,80.10,2024-12-27,19:27:25,in_store,card,completed,,
1514,6,6,14,1,449.00,0,449.00,2024-11-30,15:02:20,in_store,card,returned,,
1040,14,4,5,1,74.00,0,74.00,2024-01-31,15:58:58,in_store,card,completed,,4
1326,8,5,21,1,14.99,0,14.99,2024-08-21,10:53:16,in_store,cash,completed,,2
1337,23,,34,3,19.00,0,57.00,2024-08-29,22:59:38,online,card,completed,2024-09-05,
1334,2,2,30,1,210.00,0,210.00,2024-08-27,10:35:56,in_store,transfer,completed,,
1152,26,,24,2,14.50,0,29.00,2024-04-23,00:09:11,online,card,completed,2024-04-24,4
1588,20,5,10,2,799.00,15,1358.30,2024-12-27,13:27:31,in_store,card,completed,,
1438,18,5,2,1,25.50,0,25.50,2024-10-31,10:47:42,in_store,card,completed,,3
1260,19,4,33,1,12.90,0,12.90,2024-07-10,18:44:45,in_store,card,completed,,
1011,20,7,10,1,799.00,0,799.00,2024-01-13,13:21:00,in_store,cash,completed,,
1567,4,,32,2,9.90,5,18.81,2024-12-19,20:54:55,online,transfer,completed,2024-12-26,5
1598,8,5,16,1,349.00,0,349.00,2024-12-30,17:42:00,in_store,cash,completed,,
1316,14,,20,3,99.00,15,252.45,2024-08-14,20:23:37,online,transfer,completed,2024-08-17,4
1078,23,2,5,1,74.00,0,74.00,2024-03-04,12:10:02,in_store,cash,completed,,
1534,8,7,29,2,149.00,5,283.10,2024-12-09,15:39:47,in_store,cash,cancelled,,
1561,21,5,8,1,620.00,0,620.00,2024-12-18,15:28:34,in_store,card,completed,,
1204,16,2,3,1,89.99,0,89.99,2024-05-27,14:32:05,in_store,transfer,completed,,
1495,28,8,21,2,14.99,20,23.98,2024-11-19,18:26:59,in_store,card,completed,,5
1318,28,5,5,2,74.00,0,148.00,2024-08-16,12:44:13,in_store,transfer,returned,,
1412,18,,21,1,14.99,10,13.49,2024-10-12,11:32:47,online,card,completed,2024-10-16,
1386,7,4,25,2,249.00,0,498.00,2024-09-26,16:58:44,in_store,card,completed,,5
1294,14,,28,2,59.00,0,118.00,2024-08-03,21:25:26,online,card,completed,2024-08-04,
1248,8,4,3,1,89.99,0,89.99,2024-07-02,17:59:21,in_store,cash,completed,,4
1343,12,,28,1,59.00,0,59.00,2024-09-03,03:16:49,online,card,completed,2024-09-04,3
1246,27,,9,2,890.00,0,1780.00,2024-06-29,18:27:40,online,card,completed,2024-07-04,
1143,28,8,26,2,79.00,0,158.00,2024-04-17,10:21:18,in_store,card,completed,,
1569,8,3,5,2,74.00,0,148.00,2024-12-20,11:17:31,in_store,card,completed,,5
1129,7,,30,1,210.00,0,210.00,2024-04-03,17:10:41,online,transfer,completed,2024-04-08,5
1475,10,,3,2,89.99,0,179.98,2024-11-13,21:38:25,online,card,cancelled,,
1154,16,2,11,1,699.00,5,664.05,2024-04-24,10:09:20,in_store,card,completed,,4
1235,2,,13,1,599.00,15,509.15,2024-06-17,16:39:15,online,transfer,cancelled,,
1119,8,3,36,2,89.00,0,178.00,2024-03-29,17:53:36,in_store,card,completed,,5
1593,2,,24,1,14.50,0,14.50,2024-12-27,20:50:21,online,card,completed,2025-01-03,5
1102,16,,23,2,64.00,0,128.00,2024-03-20,15:42:41,online,card,completed,2024-03-25,
1243,2,1,22,2,45.00,0,90.00,2024-06-25,13:31:21,in_store,card,completed,,
1563,16,,34,2,19.00,10,34.20,2024-12-19,06:36:36,online,card,completed,2024-12-24,
1558,30,2,4,1,320.00,0,320.00,2024-12-17,16:16:03,in_store,transfer,completed,,5
1423,1,5,1,1,1250.00,0,1250.00,2024-10-22,18:42:15,in_store,card,completed,,
1541,4,5,23,3,64.00,10,172.80,2024-12-11,18:20:22,in_store,card,completed,,
1313,12,,23,1,64.00,0,64.00,2024-08-13,18:32:20,online,card,returned,2024-08-17,
1532,18,4,31,1,149.00,0,149.00,2024-12-07,19:55:15,in_store,cash,returned,,
1029,26,2,1,1,1250.00,0,1250.00,2024-01-24,15:56:51,in_store,cash,completed,,
1435,6,8,21,3,14.99,0,44.97,2024-10-29,19:17:06,in_store,transfer,completed,,
1576,19,6,36,2,89.00,0,178.00,2024-12-21,17:06:01,in_store,transfer,completed,,5
1300,6,,26,1,79.00,0,79.00,2024-08-07,06:09:10,online,card,completed,2024-08-13,1
1573,2,3,14,1,449.00,0,449.00,2024-12-20,19:09:07,in_store,cash,returned,,
1128,25,3,6,1,299.00,0,299.00,2024-04-03,16:58:36,in_store,cash,completed,,
1224,2,2,34,3,19.00,0,57.00,2024-06-06,18:24:43,in_store,card,completed,,
1014,16,8,32,3,9.90,15,25.25,2024-01-16,11:14:47,in_store,cash,completed,,
1396,9,,21,3,14.99,10,40.47,2024-09-30,09:01:44,online,card,completed,2024-10-03,
1147,30,1,32,2,9.90,0,19.80,2024-04-18,18:24:31,in_store,card,completed,,5
1416,16,,33,1,12.90,0,12.90,2024-10-14,19:01:28,online,card,completed,2024-10-20,4
1226,6,3,16,1,349.00,0,349.00,2024-06-08,19:57:09,in_store,card,completed,,5
1291,6,6,3,1,89.99,0,89.99,2024-08-01,17:07:18,in_store,card,completed,,4
1083,18,4,26,2,79.00,0,158.00,2024-03-06,18:29:18,in_store,card,completed,,5
1269,20,8,10,1,799.00,0,799.00,2024-07-18,15:29:43,in_store,cash,returned,,
1145,8,8,24,2,14.50,0,29.00,2024-04-18,10:32:56,in_store,card,completed,,5
1403,30,2,23,1,64.00,0,64.00,2024-10-04,10:16:37,in_store,cash,completed,,5
1267,28,2,33,1,12.90,0,12.90,2024-07-17,13:26:43,in_store,cash,completed,,5
1059,28,,4,1,320.00,0,320.00,2024-02-16,22:51:33,online,card,completed,2024-02-18,
1085,8,2,23,1,64.00,0,64.00,2024-03-07,18:08:38,in_store,cash,completed,,3
1400,20,4,32,1,9.90,0,9.90,2024-10-02,18:51:42,in_store,card,completed,,
1549,8,3,36,2,89.00,0,178.00,2024-12-13,16:49:14,in_store,card,completed,,
1091,9,,27,3,129.00,15,328.95,2024-03-12,07:51:56,online,card,completed,2024-03-14,
1253,15,1,11,1,699.00,0,699.00,2024-07-05,11:48:10,in_store,card,completed,,4
1352,6,1,3,2,89.99,0,179.98,2024-09-09,10:30:44,in_store,cash,completed,,
1123,20,,23,1,64.00,0,64.00,2024-04-02,02:45:10,online,card,completed,2024-04-03,5
1089,20,1,37,2,55.00,0,110.00,2024-03-09,16:01:56,in_store,card,completed,,4
1594,26,,4,1,320.00,0,320.00,2024-12-27,21:41:45,online,card,completed,2024-12-29,5
1125,2,2,25,1,249.00,10,224.10,2024-04-02,16:07:29,in_store,cash,completed,,4
1169,20,7,7,1,1100.00,0,1100.00,2024-05-04,19:27:39,in_store,cash,completed,,
1250,20,1,28,3,59.00,0,177.00,2024-07-03,14:26:39,in_store,cash,completed,,4
1380,16,4,3,1,89.99,15,76.49,2024-09-23,17:31:29,in_store,cash,completed,,4
1007,17,,5,1,74.00,0,74.00,2024-01-08,10:34:37,online,card,completed,2024-01-14,5
1339,12,,33,3,12.90,0,38.70,2024-08-30,23:48:12,online,card,completed,2024-09-06,5
1388,22,1,6,1,299.00,10,269.10,2024-09-27,13:40:21,in_store,transfer,completed,,3
1397,12,,15,1,480.00,0,480.00,2024-09-30,09:17:38,online,card,completed,2024-10-03,5
1092,12,,18,2,39.99,15,67.98,2024-03-12,09:32:32,online,transfer,completed,2024-03-13,4
1375,14,,22,3,45.00,5,128.25,2024-09-20,20:31:27,online,card,completed,2024-09-22,
1282,14,6,1,1,1250.00,0,1250.00,2024-07-27,13:28:01,in_store,card,completed,,
1094,2,,18,1,39.99,10,35.99,2024-03-12,16:27:07,online,card,cancelled,,
1555,20,1,32,1,9.90,0,9.90,2024-12-16,15:35:21,in_store,cash,completed,,5
1066,16,,27,3,129.00,5,367.65,2024-02-23,14:46:00,online,card,completed,2024-02-28,
1215,22,6,24,2,14.50,10,26.10,2024-05-31,12:24:42,in_store,cash,completed,,4
1124,16,5,11,1,699.00,0,699.00,2024-04-02,12:45:06,in_store,card,completed,,5
1451,8,2,26,1,79.00,0,79.00,2024-11-06,16:40:14,in_store,card,completed,,
1252,25,,8,1,620.00,0,620.00,2024-07-03,21:05:27,online,card,completed,2024-07-06,4
1491,28,,24,2,14.50,0,29.00,2024-11-18,16:57:58,online,card,completed,2024-11-19,
1041,1,5,11,1,699.00,10,629.10,2024-02-02,11:49:20,in_store,card,completed,,
1547,2,2,34,2,19.00,0,38.00,2024-12-12,18:31:55,in_store,card,completed,,
1108,18,7,24,2,14.50,0,29.00,2024-03-23,17:20:01,in_store,card,completed,,4
1542,8,,7,2,1100.00,15,1870.00,2024-12-11,21:45:12,online,card,completed,2024-12-12,
1073,8,,12,1,249.00,0,249.00,2024-02-29,05:16:10,online,card,completed,2024-03-03,
1445,1,,3,3,89.99,0,269.97,2024-11-05,01:46:56,online,card,completed,2024-11-10,4
1012,20,1,12,1,249.00,0,249.00,2024-01-13,18:13:09,in_store,card,cancelled,,
1580,8,,31,1,149.00,0,149.00,2024-12-24,15:00:15,online,card,completed,2024-12-29,
1428,23,6,32,2,9.90,5,18.81,2024-10-26,13:17:00,in_store,card,completed,,
1101,2,7,5,1,74.00,20,59.20,2024-03-20,13:46:46,in_store,cash,cancelled,,
1389,3,3,5,1,74.00,0,74.00,2024-09-27,15:33:20,in_store,card,completed,,
1192,1,1,22,3,45.00,0,135.00,2024-05-21,11:37:10,in_store,cash,completed,,3
1203,6,,33,1,12.90,0,12.90,2024-05-27,07:24:58,online,transfer,completed,2024-06-01,
1288,7,,14,1,449.00,0,449.00,2024-07-30,22:12:03,online,card,completed,2024-08-06,3
1197,16,,24,3,14.50,0,43.50,2024-05-24,14:05:39,online,card,completed,2024-05-25,5
1003,6,6,25,3,249.00,0,747.00,2024-01-02,18:02:50,in_store,cash,completed,,
1483,12,,21,1,14.99,5,14.24,2024-11-14,20:41:49,online,card,completed,2024-11-17,
1321,28,8,27,1,129.00,0,129.00,2024-08-16,19:01:32,in_store,cash,completed,,5
1560,2,8,5,3,74.00,5,210.90,2024-12-18,11:25:15,in_store,card,completed,,5
1180,4,5,28,3,59.00,5,168.15,2024-05-11,16:17:48,in_store,cash,completed,,
1005,25,,24,2,14.50,0,29.00,2024-01-04,21:08:01,online,card,completed,2024-01-06,2
1177,18,2,8,1,620.00,5,589.00,2024-05-10,13:24:09,in_store,card,completed,,
1503,21,2,33,2,12.90,0,25.80,2024-11-23,13:30:57,in_store,cash,completed,,5
1137,14,,32,2,9.90,0,19.80,2024-04-12,21:27:25,online,card,completed,2024-04-15,5
1132,28,5,1,1,1250.00,0,1250.00,2024-04-05,15:52:58,in_store,card,returned,,
1096,28,,4,1,320.00,0,320.00,2024-03-14,21:16:52,online,card,returned,2024-03-20,
1568,3,,4,2,320.00,0,640.00,2024-12-20,04:54:26,online,card,completed,2024-12-25,3
1277,8,5,31,1,149.00,0,149.00,2024-07-25,11:50:40,in_store,cash,completed,,
1582,16,5,16,1,349.00,10,314.10,2024-12-25,15:48:52,in_store,card,completed,,5
1292,1,2,22,1,45.00,0,45.00,2024-08-02,12:56:08,in_store,card,completed,,
1148,10,3,34,1,19.00,0,19.00,2024-04-19,12:01:16,in_store,cash,completed,,
1572,2,,28,2,59.00,5,112.10,2024-12-20,18:16:00,online,card,completed,2024-12-21,
1088,13,,3,1,89.99,5,85.49,2024-03-09,15:16:01,online,card,completed,2024-03-16,
1536,18,5,23,3,64.00,5,182.40,2024-12-10,14:40:10,in_store,transfer,completed,,
1592,28,5,28,1,59.00,0,59.00,2024-12-27,19:56:59,in_store,card,completed,,
1022,20,5,34,1,19.00,0,19.00,2024-01-19,12:08:26,in_store,cash,completed,,5
1027,12,6,21,1,14.99,0,14.99,2024-01-22,15:27:30,in_store,card,completed,,5
1050,16,2,14,1,449.00,5,426.55,2024-02-10,15:13:06,in_store,card,completed,,
1368,10,4,22,3,45.00,10,121.50,2024-09-16,18:41:33,in_store,card,completed,,
1481,7,,33,2,12.90,0,25.80,2024-11-14,20:06:46,online,card,completed,2024-11-18,
1184,26,,13,1,599.00,0,599.00,2024-05-17,19:48:23,online,card,completed,2024-05-24,
1531,1,7,32,1,9.90,0,9.90,2024-12-07,19:10:10,in_store,card,completed,,
1194,4,,5,1,74.00,0,74.00,2024-05-21,21:28:48,online,transfer,completed,2024-05-24,
1597,10,2,4,1,320.00,5,304.00,2024-12-28,16:46:17,in_store,cash,completed,,
1067,10,1,3,1,89.99,0,89.99,2024-02-26,11:54:53,in_store,cash,completed,,5
1448,9,6,14,1,449.00,5,426.55,2024-11-05,18:02:45,in_store,card,cancelled,,
1076,16,1,33,2,12.90,5,24.51,2024-03-02,17:34:30,in_store,cash,completed,,4
1494,19,1,27,1,129.00,0,129.00,2024-11-19,17:21:24,in_store,card,completed,,
1513,2,5,23,1,64.00,15,54.40,2024-11-29,13:03:24,in_store,card,completed,,
1384,17,,2,3,25.50,0,76.50,2024-09-25,15:21:47,online,card,completed,2024-09-27,4
1340,12,2,31,2,149.00,0,298.00,2024-08-31,11:51:24,in_store,cash,completed,,4
1425,6,2,26,3,79.00,0,237.00,2024-10-23,15:47:50,in_store,card,completed,,2
1057,9,,4,1,320.00,5,304.00,2024-02-15,20:53:38,online,card,completed,2024-02-20,5
1098,13,3,17,1,280.00,0,280.00,2024-03-15,18:46:18,in_store,cash,completed,,
1075,16,3,27,1,129.00,10,116.10,2024-03-01,17:33:16,in_store,cash,completed,,
1038,8,,30,1,210.00,0,210.00,2024-01-31,13:31:46,online,card,completed,2024-02-06,5
1077,3,,18,2,39.99,0,79.98,2024-03-02,19:10:35,online,card,completed,2024-03-03,4
1198,4,4,24,1,14.50,0,14.50,2024-05-24,16:35:45,in_store,card,completed,,
1153,2,2,26,1,79.00,15,67.15,2024-04-23,14:22:43,in_store,card,returned,,
1462,8,4,2,2,25.50,0,51.00,2024-11-08,17:57:17,in_store,card,completed,,
1301,18,,23,2,64.00,0,128.00,2024-08-07,07:41:16,online,card,completed,2024-08-09,
1477,2,,28,3,59.00,0,177.00,2024-11-14,13:42:22,online,card,completed,2024-11-16,4
1444,10,,1,1,1250.00,0,1250.00,2024-11-04,20:58:50,online,card,completed,2024-11-08,4
1327,25,1,12,2,249.00,0,498.00,2024-08-21,15:52:12,in_store,cash,completed,,4
1236,8,5,28,1,59.00,5,56.05,2024-06-18,13:50:13,in_store,card,completed,,4
1571,16,,30,1,210.00,10,189.00,2024-12-20,17:54:17,online,card,completed,2024-12-23,2
1336,14,1,2,2,25.50,0,51.00,2024-08-29,14:37:49,in_store,cash,completed,,
1473,16,1,31,1,149.00,0,149.00,2024-11-13,16:30:56,in_store,cash,completed,,4
1564,20,,3,2,89.99,0,179.98,2024-12-19,10:37:18,online,card,completed,2024-12-20,4
1468,28,5,19,1,119.00,10,107.10,2024-11-12,16:10:28,in_store,cash,completed,,4
1156,20,,9,1,890.00,5,845.50,2024-04-25,08:17:09,online,card,completed,2024-04-28,5
1036,1,,3,2,89.99,10,161.98,2024-01-30,19:00:54,online,card,completed,2024-01-31,5
1229,16,2,9,1,890.00,0,890.00,2024-06-12,19:13:37,in_store,cash,completed,,
1554,2,7,5,1,74.00,15,62.90,2024-12-16,15:33:25,in_store,cash,completed,,
1068,28,2,36,3,89.00,0,267.00,2024-02-27,10:54:00,in_store,cash,completed,,
1021,23,,14,1,449.00,15,381.65,2024-01-18,23:51:23,online,transfer,completed,2024-01-23,
1138,12,1,18,1,39.99,0,39.99,2024-04-15,12:05:52,in_store,card,completed,,3
1018,1,,32,1,9.90,0,9.90,2024-01-17,09:09:39,online,card,completed,2024-01-18,3
1213,7,4,19,2,119.00,0,238.00,2024-05-30,16:24:01,in_store,cash,completed,,5
1320,2,,21,1,14.99,0,14.99,2024-08-16,15:05:43,online,card,completed,2024-08-20,
1553,16,1,24,3,14.50,0,43.50,2024-12-16,14:42:51,in_store,card,completed,,4
1146,8,4,8,1,620.00,5,589.00,2024-04-18,12:54:34,in_store,card,completed,,5
1341,2,1,21,1,14.99,0,14.99,2024-08-31,16:11:14,in_store,cash,completed,,
1577,5,2,28,3,59.00,0,177.00,2024-12-23,10:26:50,in_store,cash,completed,,4
1538,17,5,9,1,890.00,0,890.00,2024-12-10,17:49:22,in_store,cash,completed,,2
1209,16,,12,1,249.00,0,249.00,2024-05-29,06:18:02,online,transfer,completed,2024-06-02,
1062,4,5,24,2,14.50,0,29.00,2024-02-19,18:10:52,in_store,card,completed,,4
1411,14,2,24,3,14.50,5,41.33,2024-10-10,17:23:46,in_store,card,completed,,3
1009,4,1,31,1,149.00,20,119.20,2024-01-08,19:46:56,in_store,card,returned,,
1139,19,,9,2,890.00,5,1691.00,2024-04-15,19:36:18,online,card,completed,2024-04-18,
1034,14,,36,1,89.00,0,89.00,2024-01-27,19:45:56,online,card,completed,2024-01-31,5
1430,7,8,36,2,89.00,0,178.00,2024-10-26,16:01:33,in_store,transfer,completed,,
1289,20,1,23,2,64.00,0,128.00,2024-07-31,16:48:33,in_store,card,cancelled,,
1149,4,,5,1,74.00,0,74.00,2024-04-20,11:58:48,online,card,completed,2024-04-27,5
1033,8,,2,1,25.50,0,25.50,2024-01-27,15:11:13,online,card,completed,2024-01-28,
1455,12,3,32,2,9.90,10,17.82,2024-11-07,11:15:04,in_store,card,completed,,5
1167,2,4,2,3,25.50,0,76.50,2024-05-03,19:51:35,in_store,cash,returned,,
1421,4,6,7,1,1100.00,20,880.00,2024-10-21,11:05:57,in_store,cash,completed,,4
1048,25,1,25,3,249.00,0,747.00,2024-02-09,16:34:35,in_store,card,completed,,1
1548,16,8,37,1,55.00,0,55.00,2024-12-13,14:50:25,in_store,card,returned,,
